sentence1,sentence2,score
"['dog', 'walked', 'along', 'edge', 'pool']","['dog', 'walking', 'along', 'pool']",4.6
"['butter', 'put', 'bowl']","['man', 'cutting', 'butter', 'mixing', 'bowl']",4.25
"['raccoons', 'eating']","['man', 'eating']",1.5
"['someone', 'fell', 'horse']","['man', 'gets', 'knocked', 'horse']",3.5
"['woman', 'peels', 'apple']","['man', 'pops', 'wheelies', 'motorcycle']",0.0
"['man', 'taking', 'math', 'classes']","['man', 'rinsing', 'steak']",0.0
"['animals', 'playing', 'water']","['two', 'men', 'playing', 'ping', 'pong']",0.0
"['man', 'riding', 'horse', 'jumping', 'obstacles']","['man', 'kicking', 'soccer', 'ball']",0.333
"['person', 'pencil', 'tricks', 'hand']","['person', 'slicing', 'carrots', 'half']",0.333
"['person', 'lit', 'cameras', 'fire']","['person', 'blow', 'torching', 'cameras']",3.333
"['man', 'slicing', 'tape', 'box']","['man', 'cutting', 'open', 'box']",4.333
"['man', 'fishing', 'river']","['man', 'singing', 'walking', 'sidewalk']",0.8
"['man', 'riding', 'bike']","['woman', 'dancing', 'street']",0.2
"['man', 'pushups']","['woman', 'cutting', 'octopus']",0.0
"['man', 'playing', 'guitar']","['woman', 'slicing', 'pork']",0.0
"['little', 'boy', 'singing', 'playing', 'guitar']","['baby', 'playing', 'guitar']",2.8
"['woman', 'powdering', 'face']","['woman', 'tapping', 'fingers', 'table']",0.8
"['woman', 'peeling', 'potato']","['lion', 'walking', 'around']",0.0
"['woman', 'firing', 'rifle']","['man', 'performing', 'stunts']",0.25
"['woman', 'puts', 'garland', 'mans', 'shoulders']","['man', 'pours', 'water', 'pilots', 'head']",0.5
"['old', 'woman', 'shaking', 'hand', 'man']","['man', 'woman', 'shake', 'hands']",3.75
"['woman', 'waterskiing']","['woman', 'wake', 'boarding', 'lake']",1.75
"['trees', 'bending', 'storm']","['trees', 'hit', 'hard', 'winds']",2.667
"['man', 'woman', 'riding', 'car']","['woman', 'frying', 'shrimp']",0.4
"['man', 'moving', 'tree', 'limb']","['woman', 'playing', 'violin']",0.0
"['man', 'plays', 'piano']","['woman', 'playing', 'violin']",1.0
"['person', 'pours', 'oil', 'skillet']","['person', 'dicing', 'onion']",0.8
"['animal', 'eating']","['woman', 'dancing']",0.0
"['woman', 'walking', 'dog']","['woman', 'walks', 'dog', 'street']",4.0
"['group', 'people', 'sing']","['people', 'singing']",5.0
"['cat', 'drinking', 'milk']","['cat', 'licking', 'saucer', 'milk']",4.4
"['girl', 'making', 'eyelid']","['woman', 'applying', 'eyeshadow']",2.0
"['two', 'men', 'fighting']","['two', 'men', 'fighting', 'using', 'form', 'martial', 'arts']",2.8
"['military', 'officer', 'barked', 'recruits']","['officer', 'talking', 'recruits']",2.5
"['man', 'putting', 'chicken', 'container']","['man', 'putting', 'foods', 'box']",2.5
"['man', 'tying', 'stenographers', 'machine']","['man', 'used', 'stenograph']",2.25
"['woman', 'adding', 'pasta', 'pot', 'water']","['woman', 'making', 'noodles']",3.6
"['woman', 'lying', 'blanket', 'rock', 'reading', 'book']","['woman', 'seated', 'singing', 'song', 'playing', 'guitar']",1.2
"['two', 'puppies', 'playing']","['men', 'playing', 'soccer']",0.2
"['man', 'running', 'field']","['man', 'climbs', 'rope']",1.0
"['man', 'hugging', 'someone']","['man', 'taking', 'picture']",0.4
"['someone', 'pouring', 'ingrediants', 'pot']","['man', 'puts', 'vegetables', 'pot']",2.8
"['couple', 'walking']","['men', 'sawing']",0.0
"['person', 'playing', 'guitar']","['man', 'played', 'guitar']",3.0
"['person', 'adding', 'food', 'pan']","['woman', 'puts', 'rice', 'pan']",3.0
"['group', 'penguins', 'walking']","['large', 'amount', 'penguins', 'heading', 'ocean']",2.8
"['man', 'playing', 'guitar']","['someone', 'handling', 'bun']",0.0
"['dog', 'jumping', 'trampoline']","['boy', 'playing', 'guitar']",0.0
"['man', 'shaking', 'container', 'kitchen', 'sink']","['man', 'emptying', 'plastic', 'container']",2.2
"['man', 'walking', 'horse']","['man', 'leading', 'horse', 'around', 'halter']",3.75
"['paper', 'cut', 'scissors']","['piece', 'paper', 'cut']",4.0
"['person', 'peels', 'shrimp']","['lady', 'peeled', 'shrimp']",3.5
"['man', 'playing', 'guitar']","['man', 'tries', 'read', 'paper']",0.8
"['man', 'making', 'bed', 'hotel']","['man', 'holding', 'animal']",0.8
"['dog', 'pulled', 'dogs', 'tail', 'leg']","['monkey', 'pulled', 'dogs', 'tail']",1.75
"['woman', 'beats', 'two', 'eggs', 'bowl']","['person', 'mixing', 'ingredients', 'bowl']",3.0
"['man', 'jumping', 'rope', 'outside']","['woman', 'slicing', 'cucumber']",0.0
"['person', 'slicing', 'onions']","['hamster', 'singing']",0.0
"['woman', 'holds', 'kangaroo']","['man', 'hat', 'sings', 'song']",0.0
"['soccer', 'players', 'kicking', 'soccer', 'ball', 'goal']","['soccer', 'player', 'scores', 'goal']",3.8
"['woman', 'cooking', 'something']","['woman', 'pouring', 'ingredients', 'frying', 'pan']",3.2
"['woman', 'swimming', 'beach']","['woman', 'splashes', 'around', 'oceans', 'waves']",3.2
"['man', 'carrying', 'another', 'man']","['man', 'sprays', 'another', 'man', 'water', 'hose']",0.8
"['woman', 'putting', 'paste', 'dish']","['woman', 'pulling', 'kind', 'sticky', 'goo', 'bowl']",1.5
"['man', 'holding', 'talking', 'gray', 'tube', 'tshirt']","['man', 'showing', 'shirt']",2.75
"['someone', 'pours', 'olive', 'oil', 'bowl', 'tomato', 'wedges']","['man', 'poured', 'oil', 'tomato', 'slices']",3.75
"['man', 'playing', 'guitar']","['man', 'played', 'guitar', 'friend']",3.2
"['someone', 'boiling', 'okra', 'pot']","['someone', 'pours', 'olive', 'oil', 'bowl', 'tomato', 'wedges']",0.8
"['person', 'peeling', 'potato']","['cat', 'licking', 'small', 'bottle']",0.0
"['cat', 'jumping', 'box']","['young', 'man', 'talking', 'leaf']",0.0
"['woman', 'seasoning', 'oil']","['woman', 'pouring', 'ingredients', 'bowl']",1.4
"['cat', 'sliding', 'upside', 'couch']","['cat', 'crawling', 'piece', 'furniture', 'back']",3.2
"['woman', 'dances', 'man', 'plays', 'keyboard']","['woman', 'dancing', 'stage']",2.2
"['chef', 'cleaning', 'bowl', 'soup']","['man', 'wiping', 'edge', 'bowl']",2.533
"['explosion', 'booming', 'desert']","['nuclear', 'weapon', 'explodes', 'desert']",3.4
"['woman', 'slices', 'lemon']","['man', 'talking', 'microphone']",0.0
"['overweight', 'man', 'skipping', 'rope']","['young', 'man', 'dancing']",0.8
"['lady', 'cracked', 'two', 'raw', 'eggs']","['woman', 'cracking', 'eggs', 'bowl']",3.2
"['man', 'sharpens', 'pencil', 'using', 'knife']","['woman', 'dancing', 'rain']",0.0
"['plastic', 'toys', 'floating', 'water']","['ladies', 'performing', 'dance']",0.0
"['turtle', 'followed', 'fish']","['sea', 'turtle', 'hunting', 'fish']",3.0
"['woman', 'pencilling', 'eye', 'shadow']","['girl', 'using', 'eye', 'pencil', 'eyelid']",2.8
"['man', 'tying', 'shoe']","['dog', 'riding', 'bicyclists', 'shoulders']",0.0
"['woman', 'slicing', 'meat', 'knife']","['man', 'spreading', 'dough']",0.417
"['dog', 'running', 'ground']","['girl', 'tapping', 'finger', 'nails']",0.0
"['man', 'petting', 'tied', 'dog']","['man', 'showing', 'dog', 'camera']",1.0
"['woman', 'walking', 'open', 'ground', 'pet', 'dog', 'dogs', 'follow']","['man', 'walking', 'several', 'dogs']",2.0
"['woman', 'mincing', 'garlic']","['person', 'cleaning', 'disk']",0.0
"['two', 'teams', 'playing', 'soccer']","['different', 'sets', 'teams', 'playing', 'football', 'field']",2.5
"['rat', 'like', 'creature', 'smelling', 'around']","['animal', 'walking', 'ground']",2.0
"['two', 'sumo', 'ringers', 'fighting']","['man', 'rides', 'water', 'toy', 'water']",0.0
"['man', 'lays', 'ground', 'aims', 'rifle']","['man', 'spreading', 'butter', 'tortilla']",0.0
"['couple', 'running', 'towards', 'ocean']","['man', 'woman', 'running', 'together', 'holding', 'hands']",2.818
"['woman', 'chopping', 'hard', 'egg']","['person', 'cutting', 'boiled', 'egg', 'pieces']",3.533
"['two', 'robots', 'share', 'kiss']","['male', 'female', 'robot', 'kissing']",3.8
"['cat', 'trying', 'touch', 'dog']","['cat', 'teased', 'dog', 'touching', 'head']",3.25
"['rhino', 'grazed', 'grass']","['rhino', 'grazing', 'field']",4.0
"['man', 'drove', 'little', 'red', 'car', 'around', 'traffic']","['dog', 'ran', 'water', 'beach']",0.0
"['man', 'cutting', 'bread']","['man', 'tricks', 'soccer', 'ball']",1.0
"['cat', 'rapidly', 'swats', 'kid', 'head']","['cat', 'boy', 'play', 'together']",2.6
"['cat', 'playing', 'box']","['dog', 'playing', 'floor', 'cleaner']",1.4
"['couple', 'danced', 'church']","['couple', 'slow', 'dances']",3.2
"['man', 'patting', 'alligator', 'mouth']","['person', 'dumping', 'chopped', 'vegetables', 'pot', 'stove']",0.0
"['person', 'checks', 'rice', 'pudding']","['horse', 'running']",0.0
"['woman', 'stirring', 'two', 'eggs', 'glass', 'bowl']","['young', 'girl', 'singing', 'stage']",0.0
"['man', 'playing', 'drums']","['man', 'pours', 'cleaner', 'sink']",0.0
"['man', 'slicing', 'pepper']","['person', 'cuts', 'big', 'green', 'pepper', 'apart']",3.8
"['woman', 'speaking', 'sign', 'language']","['woman', 'spices', 'seafood']",0.643
"['boy', 'crawling', 'dog', 'house']","['cat', 'playing', 'floor']",0.0
"['girl', 'flew', 'kite', 'ran', 'hill']","['girl', 'loses', 'kite']",2.25
"['woman', 'placing', 'food', 'pot', 'hot', 'water']","['woman', 'frying', 'meat']",1.25
"['small', 'monkey', 'walks', 'water']","['monkey', 'wading', 'across', 'marsh']",3.4
"['man', 'riding', 'bike']","['panda', 'bear', 'eating']",0.0
"['young', 'man', 'singing', 'playing', 'piano']","['man', 'writing', 'letter']",0.2
"['boy', 'takes', 'sunglasses']","['boy', 'screaming']",0.5
"['girl', 'playing', 'piano']","['boy', 'push', 'ups']",0.0
"['lady', 'sliced', 'tomatoe']","['someone', 'cutting', 'tomato']",4.0
"['someone', 'holding', 'hedgehog']","['onion', 'sliced']",0.0
"['woman', 'peels', 'potato']","['woman', 'grilling', 'pineapples']",1.0
"['cat', 'drinking', 'water']","['truck', 'going', 'hill']",0.0
"['person', 'putting', 'salt', 'pepper', 'piece', 'pork']","['youngster', 'sitting', 'piano']",0.0
"['man', 'sat', 'chair', 'stared']","['little', 'girl', 'putting', 'hair', 'pony', 'tail']",0.0
"['woman', 'dicing', 'potato']","['woman', 'cuts', 'tofu', 'tiny', 'pieces']",1.8
"['baby', 'crawling', 'happily']","['baby', 'sneezed', 'scared', 'another', 'baby']",1.2
"['person', 'frying', 'meat', 'pan']","['man', 'cutting', 'vegetable']",0.6000000000000001
"['man', 'looking', 'window']","['woman', 'swimming', 'water']",0.25
"['man', 'seated', 'playing', 'guitar']","['man', 'playing', 'acoustic', 'guitar', 'singing', 'microphone']",3.25
"['woman', 'slicing', 'onion', 'knife']","['man', 'preparing', 'dish']",1.25
"['rider', 'running', 'jumping', 'horse']","['woman', 'jumps', 'hurdles', 'horse']",4.0
"['boy', 'playing', 'keyboard']","['boy', 'sitting', 'room', 'playing', 'piano', 'lamp', 'light']",3.25
"['two', 'men', 'fighting']","['man', 'exercising']",0.75
"['man', 'playing', 'wooden', 'flute', 'several', 'men', 'play', 'bongo', 'drums']","['man', 'playing', 'flute']",3.25
"['person', 'petting', 'monkey']","['man', 'holding', 'slow', 'loris']",1.2
"['two', 'cartoon', 'rabbits', 'kissing']","['rabbit', 'kissing', 'another', 'rabbit']",3.8
"['hedgehog', 'chewed', 'towel']","['hedgehog', 'biting', 'blanket']",3.4
"['cat', 'licking']","['man', 'slicing', 'white', 'onion', 'mandolin', 'slicer']",0.0
"['small', 'guinea', 'pig', 'gnawing', 'eating', 'piece', 'carrot', 'floor']","['guinea', 'pig', 'eats', 'carrot']",3.5
"['four', 'boys', 'standing', 'front', 'burning', 'car']","['four', 'young', 'men', 'stand', 'still', 'car', 'explodes', 'behind']",3.75
"['man', 'smoking']","['man', 'sat', 'suit', 'smoked']",4.0
"['woman', 'adding', 'sauce', 'food']","['person', 'cutting', 'leaves']",0.2
"['three', 'children', 'eating', 'food']","['deer', 'jumped', 'fence']",0.0
"['submarine', 'going', 'water']","['baby', 'falling', 'asleep']",0.0
"['man', 'running', 'street']","['man', 'plays', 'guitar']",0.8
"['person', 'slicing', 'onion']","['cat', 'pooping', 'toilet']",0.0
"['badger', 'digging', 'dirt']","['man', 'moving', 'large', 'rocks']",0.0
"['woman', 'slicing', 'big', 'pepper']","['dog', 'moving', 'mouth']",0.0
"['man', 'riding', 'bicycle']","['man', 'riding', 'bike']",5.0
"['man', 'woman', 'kissing']","['man', 'woman', 'talking']",0.6000000000000001
"['woman', 'slicing', 'onion']","['woman', 'cutting', 'onion']",4.2
"['small', 'boy', 'playing', 'dog']","['baby', 'playing', 'dog']",3.75
"['man', 'drawing']","['man', 'drawing']",5.0
"['man', 'cutting', 'potato']","['woman', 'cutting', 'tomato']",1.25
"['boy', 'playing', 'guitar']","['kid', 'playing', 'guitar']",3.6
"['woman', 'cutting', 'onion']","['woman', 'cutting', 'onion']",5.0
"['toy', 'train', 'striking', 'toy', 'car']","['toy', 'train', 'strikes', 'toy', 'car']",5.0
"['man', 'playing', 'guitar']","['man', 'playing', 'flute']",2.2
"['cat', 'opens', 'drawer', 'climbs', 'inside']","['cat', 'opening', 'drawer', 'climbing', 'inside']",5.0
"['woman', 'frying', 'food']","['woman', 'deep', 'frying', 'food']",4.25
"['man', 'dicing', 'onion']","['woman', 'cutting', 'onion']",2.5
"['girl', 'playing', 'guitar']","['man', 'playing', 'guitar']",2.8
"['girl', 'singing', 'stage']","['man', 'singing', 'stage']",2.8
"['woman', 'riding', 'horse']","['woman', 'riding', 'donkey']",2.8
"['girl', 'playing', 'guitar']","['man', 'playing', 'guitar']",2.8
"['woman', 'brushing', 'shrimp']","['woman', 'brushes', 'shrimp']",5.0
"['man', 'dancing', 'ceiling']","['man', 'dancing', 'ceiling', 'room']",4.8
"['woman', 'thinly', 'slices', 'onion', 'large', 'knife']","['woman', 'slicing', 'onions', 'large', 'knife']",4.2
"['man', 'playing', 'keyboard']","['man', 'plays', 'keyboard']",5.0
"['man', 'plays', 'guitar']","['man', 'playing', 'guitar']",5.0
"['woman', 'peeling', 'potato']","['woman', 'peels', 'potato']",5.0
"['woman', 'handling', 'frog']","['man', 'holding', 'frog']",3.75
"['man', 'playing', 'flute']","['man', 'playing', 'guitar']",2.0
"['man', 'playing', 'guitar']","['man', 'playing', 'flute']",1.583
"['man', 'playing', 'piano']","['man', 'playing', 'guitar']",1.778
"['man', 'playing', 'guitar']","['man', 'playing', 'piano']",2.0
"['man', 'playing', 'flute']","['man', 'playing', 'guitar']",2.0
"['man', 'playing', 'flute']","['man', 'playing', 'guitar']",2.0
"['two', 'women', 'couch']","['two', 'women', 'hugging', 'couch']",3.2
"['someone', 'slicing', 'cucumber']","['man', 'slicing', 'cucumber']",3.8
"['kitten', 'playing', 'blue', 'rope', 'toy']","['kitten', 'playing', 'toy']",4.4
"['dog', 'barking', 'toy']","['dog', 'barking', 'toy']",5.0
"['person', 'folds', 'tortilla']","['man', 'folds', 'tortilla']",3.5
"['cat', 'drinking', 'milk']","['kitten', 'drinking', 'milk']",4.0
"['person', 'driving', 'car']","['man', 'driving', 'car']",3.5
"['turtle', 'walking']","['tortoise', 'walking']",4.4
"['cow', 'eating', 'grass']","['cow', 'eating', 'hay']",3.8
"['woman', 'chopping', 'broccoli']","['woman', 'chopping', 'garlic']",2.6
"['man', 'crying']","['man', 'screaming']",3.0
"['man', 'playing', 'guitar']","['man', 'playing', 'guitar']",5.0
"['man', 'cutting', 'onion']","['man', 'cutting', 'plantain']",3.667
"['man', 'slicing', 'potato']","['woman', 'peeling', 'potato']",2.333
"['woman', 'tapping', 'fingers', 'table']","['woman', 'tapping', 'fingers']",4.0
"['someone', 'boiling', 'okra', 'pot']","['someone', 'cooking', 'okra', 'pan']",4.4
"['man', 'smoking']","['man', 'mixing']",0.2
"['man', 'playing', 'drums']","['man', 'playing', 'drums']",5.0
"['man', 'dives', 'pool']","['man', 'diving', 'pool']",5.0
"['woman', 'cutting', 'leak']","['woman', 'slicing', 'leek']",4.0
"['little', 'boy', 'playing', 'guitar']","['boy', 'playing', 'guitar']",4.6
"['woman', 'dancing']","['man', 'dancing']",2.6
"['women', 'talking']","['men', 'talking']",2.6
"['girl', 'putting', 'gel', 'hair']","['woman', 'putting', 'gel', 'hair']",2.6
"['kid', 'playing', 'guitar']","['man', 'playing', 'guitar']",2.2
"['group', 'people', 'marching', 'place']","['group', 'people', 'dancing', 'concert']",1.7000000000000002
"['woman', 'shooting', 'machine', 'gun']","['man', 'shooting', 'gun']",2.0
"['man', 'played', 'piano']","['man', 'plays', 'piano']",4.0
"['woman', 'slicing', 'onion']","['someone', 'slicing', 'onion']",3.25
"['man', 'slicing', 'cucumber']","['man', 'cutting', 'cucumbers']",4.5
"['girl', 'eating', 'cupcake']","['woman', 'eating', 'cupcake']",2.6
"['woman', 'cutting', 'onion']","['man', 'chopping', 'onion']",2.0
"['man', 'playing', 'guitar']","['baby', 'playing', 'guitar']",1.8
"['man', 'playing', 'guitar']","['man', 'playing', 'drums']",1.556
"['two', 'little', 'girls', 'talk', 'telephone']","['two', 'girls', 'talk', 'phone']",4.5
"['man', 'chopping', 'log', 'axe']","['man', 'chopping', 'tree', 'trunk', 'axe']",4.0
"['person', 'cutting', 'capsicum', 'pieces']","['person', 'slicing', 'garlic', 'pieces']",1.6
"['man', 'talking', 'woman']","['woman', 'walking', 'dog']",0.5
"['man', 'walking']","['man', 'talking']",1.4
"['someone', 'pouring', 'oil', 'skillet']","['someone', 'pouring', 'milk', 'blender']",1.6
"['small', 'kitten', 'playing', 'ball']","['kitten', 'playing', 'ball']",4.4
"['man', 'playing', 'guitar']","['woman', 'playing', 'flute']",1.8
"['girl', 'playing', 'violin']","['girl', 'playing', 'flute']",2.6
"['man', 'playing', 'two', 'pianos']","['cat', 'playing', 'piano']",1.6
"['man', 'exercising']","['girl', 'exercising']",3.0
"['person', 'slicing', 'scallop']","['person', 'slicing', 'octopus']",2.0
"['man', 'woman', 'riding', 'bicycles']","['man', 'woman', 'riding', 'motorcycle']",2.0
"['two', 'men', 'fighting', 'cow', 'pasture']","['two', 'men', 'fighting', 'cattle', 'pen']",4.0
"['woman', 'adding', 'oil', 'pan']","['man', 'pouring', 'oil', 'pan']",3.0
"['girl', 'makes', 'bed']","['young', 'girl', 'makes', 'bed']",4.4
"['cat', 'played', 'watermelon']","['cat', 'playing', 'watermelon']",4.8
"['girl', 'jumps', 'car']","['girl', 'jumping', 'onto', 'car']",4.8
"['man', 'praying']","['man', 'running']",0.727
"['car', 'parking']","['cat', 'playing']",0.0
"['man', 'running']","['man', 'dancing']",1.25
"['man', 'singing']","['man', 'dancing']",0.5
"['man', 'carrying', 'another', 'man', 'shoulder']","['man', 'carrying', 'someone', 'shoulder']",3.25
"['woman', 'peeling', 'potato']","['woman', 'slicing', 'tomato']",1.333
"['woman', 'cutting', 'tomato']","['woman', 'slicing', 'potato']",1.0
"['someone', 'peeling', 'potato']","['someone', 'slicing', 'tomato']",1.4
"['woman', 'peeling', 'potato']","['woman', 'slicing', 'tomato']",1.333
"['two', 'robots', 'kiss']","['two', 'robots', 'kissing']",5.0
"['two', 'boys', 'couch', 'playing', 'video', 'games']","['two', 'boys', 'playing', 'video', 'game']",4.0
"['woman', 'squeezing', 'lemon']","['woman', 'squeezing', 'juice', 'lemon']",4.4
"['woman', 'slicing', 'onion']","['man', 'slicing', 'tomato']",1.2
"['woman', 'slicing', 'carrot']","['man', 'slicing', 'tomato']",1.2
"['girl', 'styling', 'hair']","['girl', 'filing', 'nails']",1.25
"['man', 'walking', 'stairs']","['man', 'walks', 'staircase']",5.0
"['two', 'people', 'riding', 'motorcycle']","['two', 'people', 'riding', 'bike']",2.0
